sheet_index,project_index,project_acc_bioprj,biosample_acc_sra,run_acc_sra,sampleEnteredBy,collectorList,materialSampleID,genus,specificEpithet,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,georeferenceProtocol,habitat,microHabitat,environmentalMedium,yearCollected,monthCollected,dayCollected,establishmentMeans,permitInformation,associatedReferences,preservative,derivedGeneticDataType,derivedGeneticDataURI,derivedGeneticDataFormat,derivedGeneticDataFilename,derivedGeneticDataRemarks,phylum,class,order,family,colloquialName,nomenclaturalCode,scientificNameID,infraspecies,lifeStage,sex,otherCatalogNumbers,associatedMedia,samplingProtocol,tissueType,continentOcean,island,maximumDepthInMeters,maximumElevationInMeters,minimumDepthInMeters,minimumElevationInMeters,stateProvince,landOwner,library_selection_sra,library_strat_sra,read_type_sra,sequencing_platform,instrument_model,study_acc_sra,experiment_acc_sra,package_biosamp,dataset_id
0001,M0066,PRJNA563695,SAMN12685932,SRR10062055,Sofia Beskid,Michelle Stuart,APCL13_528_L0666,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795756,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0612,M0066,PRJNA563695,SAMN12742460,SRR10114362,Sofia Beskid,Michelle Stuart,APCL15_354481_L2614,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844213,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0613,M0066,PRJNA563695,SAMN12747264,SRR10118784,Sofia Beskid,Michelle Stuart,APCL16_574_L5267,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,5,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848108,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0614,M0066,PRJNA563695,SAMN12742480,SRR10114812,Sofia Beskid,Michelle Stuart,APCL15_372405_L2635,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844435,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0615,M0066,PRJNA563695,SAMN12686005,SRR10061973,Sofia Beskid,Michelle Stuart,APCL14_438_L0741,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795838,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0616,M0066,PRJNA563695,SAMN12685962,SRR10062022,Sofia Beskid,Michelle Stuart,APCL13_653_L0696,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,4,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795789,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0617,M0066,PRJNA563695,SAMN12743177,SRR10114829,Sofia Beskid,Michelle Stuart,APCL17_302_L3686,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844418,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0618,M0066,PRJNA563695,SAMN12686017,SRR10061960,Sofia Beskid,Michelle Stuart,APCL14_171_L0754,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,17,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795851,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0619,M0066,PRJNA563695,SAMN12742885,SRR10114952,Sofia Beskid,Michelle Stuart,APCL15_039_L3109,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,1,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844295,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0620,M0066,PRJNA563695,SAMN12686333,SRR10062273,Sofia Beskid,Michelle Stuart,APCL14_184_L1234,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,17,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796201,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0621,M0066,PRJNA563695,SAMN12742890,SRR10114948,Sofia Beskid,Michelle Stuart,APCL16_018_L3124,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,12,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844299,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0622,M0066,PRJNA563695,SAMN12685816,SRR10061774,Sofia Beskid,Michelle Stuart,APCL13_375_L0388,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795365,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0623,M0066,PRJNA563695,SAMN12685810,SRR10061781,Sofia Beskid,Michelle Stuart,APCL13_366_L0380,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795358,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0624,M0066,PRJNA563695,SAMN12742967,SRR10114879,Sofia Beskid,Michelle Stuart,APCL16_187_L3319,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844368,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0625,M0066,PRJNA563695,SAMN12747173,SRR10118338,Sofia Beskid,Michelle Stuart,APCL16_442_L5168,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848007,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0626,M0066,PRJNA563695,SAMN12743253,SRR10115224,Sofia Beskid,Michelle Stuart,APCL18_075_L3774,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,8,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844686,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0627,M0066,PRJNA563695,SAMN12742533,SRR10114669,Sofia Beskid,Michelle Stuart,APCL15_353835_L2692,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6843906,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0628,M0066,PRJNA563695,SAMN12743374,SRR10115090,Sofia Beskid,Michelle Stuart,APCL18_345_L3904,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,16,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844820,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0629,M0066,PRJNA563695,SAMN12686341,SRR10062264,Sofia Beskid,Michelle Stuart,APCL14_249_L1245,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,22,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796210,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0630,M0066,PRJNA563695,SAMN12686352,SRR10062252,Sofia Beskid,Michelle Stuart,APCL13_477_L1263,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796222,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0631,M0066,PRJNA563695,SAMN12685737,SRR10061942,Sofia Beskid,Michelle Stuart,APCL13_258_L0291,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795869,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0632,M0066,PRJNA563695,SAMN12686113,SRR10061854,Sofia Beskid,Michelle Stuart,APCL13_574_L0875,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795957,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0633,M0066,PRJNA563695,SAMN12742674,SRR10114513,Sofia Beskid,Michelle Stuart,APCL15_363747_L2845,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844062,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0634,M0066,PRJNA563695,SAMN12686292,SRR10062319,Sofia Beskid,Michelle Stuart,APCL14_275_L1186,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,22,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796155,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0635,M0066,PRJNA563695,SAMN12747382,SRR10118653,Sofia Beskid,Michelle Stuart,APCL16_714_L5393,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848239,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0636,M0066,PRJNA563695,SAMN12742677,SRR10114510,Sofia Beskid,Michelle Stuart,APCL15_372099_L2848,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844065,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0637,M0066,PRJNA563695,SAMN12742668,SRR10114520,Sofia Beskid,Michelle Stuart,APCL15_372902_L2839,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844055,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0638,M0066,PRJNA563695,SAMN12742793,SRR10114381,Sofia Beskid,Michelle Stuart,APCL15_024_L2985,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844194,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0639,M0066,PRJNA563695,SAMN12747392,SRR10118642,Sofia Beskid,Michelle Stuart,APCL16_727_L5405,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848250,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0640,M0066,PRJNA563695,SAMN12685795,SRR10061593,Sofia Beskid,Michelle Stuart,APCL13_338_L0360,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795546,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0641,M0066,PRJNA563695,SAMN12686378,SRR10062223,Sofia Beskid,Michelle Stuart,APCL13_475_L1310,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796251,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0642,M0066,PRJNA563695,SAMN12685760,SRR10062350,Sofia Beskid,Michelle Stuart,APCL13_287_L0319,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796124,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0643,M0066,PRJNA563695,SAMN12743407,SRR10115054,Sofia Beskid,Michelle Stuart,APCL18_399_L3941,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844856,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0644,M0066,PRJNA563695,SAMN12743408,SRR10115052,Sofia Beskid,Michelle Stuart,APCL18_401_L3942,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844858,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0645,M0066,PRJNA563695,SAMN12747008,SRR10118522,Sofia Beskid,Michelle Stuart,APCL16_225_L4994,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,21,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847823,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0646,M0066,PRJNA563695,SAMN12686634,SRR10061570,Sofia Beskid,Michelle Stuart,APCL12_028_L2464,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795569,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0647,M0066,PRJNA563695,SAMN12742953,SRR10114894,Sofia Beskid,Michelle Stuart,APCL16_168_L3305,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844353,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0648,M0066,PRJNA563695,SAMN12742475,SRR10114867,Sofia Beskid,Michelle Stuart,APCL15_355896_L2629,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844380,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0649,M0066,PRJNA563695,SAMN12685914,SRR10062074,Sofia Beskid,Michelle Stuart,APCL13_316_L0641,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795737,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0650,M0066,PRJNA563695,SAMN12746783,SRR10118019,Sofia Beskid,Michelle Stuart,APCL18_560_L4058,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,25,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847654,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0651,M0066,PRJNA563695,SAMN12747515,SRR10118186,Sofia Beskid,Michelle Stuart,APCL17_525_L5575,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,8,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847487,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0652,M0066,PRJNA563695,SAMN12742807,SRR10114366,Sofia Beskid,Michelle Stuart,APCL15_404572_L3010,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844209,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0653,M0066,PRJNA563695,SAMN12686367,SRR10062235,Sofia Beskid,Michelle Stuart,APCL14_459_L1286,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,26,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796239,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0654,M0066,PRJNA563695,SAMN12742644,SRR10114546,Sofia Beskid,Michelle Stuart,APCL15_370980_L2813,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844029,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0655,M0066,PRJNA563695,SAMN12746810,SRR10117988,Sofia Beskid,Michelle Stuart,APCL18_598_L4091,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847685,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0656,M0066,PRJNA563695,SAMN12747520,SRR10118180,Sofia Beskid,Michelle Stuart,APCL17_555_L5580,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,10,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847493,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0657,M0066,PRJNA563695,SAMN12685951,SRR10062034,Sofia Beskid,Michelle Stuart,APCL13_605_L0685,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795777,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0658,M0066,PRJNA563695,SAMN12686507,SRR10061711,Sofia Beskid,Michelle Stuart,APCL12_252_L2299,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795428,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
