"sheet_index","project_index","project_acc_bioprj","biosample_acc_sra","run_acc_sra","sampleEnteredBy","collectorList","materialSampleID","genus","specificEpithet","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","country","georeferenceProtocol","habitat","microHabitat","environmentalMedium","yearCollected","monthCollected","dayCollected","establishmentMeans","permitInformation","associatedReferences","preservative","derivedGeneticDataType","derivedGeneticDataURI","derivedGeneticDataFormat","derivedGeneticDataFilename","derivedGeneticDataRemarks","phylum","class","order","family","colloquialName","nomenclaturalCode","scientificNameID","infraspecies","lifeStage","sex","otherCatalogNumbers","associatedMedia","samplingProtocol","tissueType","continentOcean","island","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","stateProvince","landOwner","library_selection_sra","library_strat_sra","read_type_sra","sequencing_platform","instrument_model","study_acc_sra","experiment_acc_sra","package_biosamp","dataset_id","ligation_id.x","sample_id.x","site.x","date_time.x","gps.x","year.x","month.x","day.x","hour.x","minute.x","lat.x","lon.x","ligation_id.y","sample_id.y","site.y","date_time.y","gps.y","year.y","month.y","day.y","hour.y","minute.y","lat.y","lon.y"
884,"M0066","PRJNA563695","SAMN12742492","SRR10115341","Sofia Beskid","Michelle Stuart","APCL15_111_L2648","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844569","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2648","APCL15_111","Poroc San Flower",2015-06-08 06:09:00,3,2015,6,8,6,9,10.7642398984,124.78529039305,"L2648","APCL15_111","Poroc San Flower",2015-06-08 06:09:00,3,2015,6,8,6,9,10.7642398984,124.78529039305
885,"M0066","PRJNA563695","SAMN12686064","SRR10061908","Sofia Beskid","Michelle Stuart","APCL14_417_L0803","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795903","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0803","APCL14_417","Wangag",2014-06-23 08:50:00,1,2014,6,23,8,50,10.87145475,124.7140385,"L0803","APCL14_417","Wangag",2014-06-23 08:50:00,1,2014,6,23,8,50,10.87145475,124.7140385
886,"M0066","PRJNA563695","SAMN12747206","SRR10118302","Sofia Beskid","Michelle Stuart","APCL16_089_L5203","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848043","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5203","APCL16_089","Palanas",2016-05-14 07:08:00,3,2016,5,14,7,8,10.873924288875,124.710923130625,"L5203","APCL16_089","Palanas",2016-05-14 07:08:00,3,2016,5,14,7,8,10.873924288875,124.710923130625
887,"M0066","PRJNA563695","SAMN12742610","SRR10114585","Sofia Beskid","Michelle Stuart","APCL15_404854_L2779","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6843990","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2779","APCL15_404854","Palanas",2015-05-30 07:55:00,3,2015,5,30,7,55,10.8735160483,124.711774103325,"L2779","APCL15_404854","Palanas",2015-05-30 07:55:00,3,2015,5,30,7,55,10.8735160483,124.711774103325
888,"M0066","PRJNA563695","SAMN12686556","SRR10061657","Sofia Beskid","Michelle Stuart","APCL12_059_L2363","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795482","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2363","APCL12_059","Palanas",2012-05-09 01:36:00,1,2012,5,9,1,36,10.874261,124.7107895,"L2363","APCL12_059","Palanas",2012-05-09 01:36:00,1,2012,5,9,1,36,10.874261,124.7107895
889,"M0066","PRJNA563695","SAMN12742590","SRR10114607","Sofia Beskid","Michelle Stuart","APCL15_354092_L2757","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6843968","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2757","APCL15_354092","N. Magbangon",2015-06-04 07:22:00,3,2015,6,4,7,22,10.86099428125,124.721875595875,"L2757","APCL15_354092","N. Magbangon",2015-06-04 07:22:00,3,2015,6,4,7,22,10.86099428125,124.721875595875
890,"M0066","PRJNA563695","SAMN12742956","SRR10114891","Sofia Beskid","Michelle Stuart","APCL16_172_L3308","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844356","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3308","APCL16_172","Haina",2016-05-18 02:42:00,3,2016,5,18,2,42,10.640656028425,124.784080947275,"L3308","APCL16_172","Haina",2016-05-18 02:42:00,3,2016,5,18,2,42,10.640656028425,124.784080947275
891,"M0066","PRJNA563695","SAMN12685832","SRR10061494","Sofia Beskid","Michelle Stuart","APCL13_406_L0407","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795645","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0407","APCL13_406","Wangag",2013-05-30 01:51:00,1,2013,5,30,1,51,10.8692445,124.716359,"L0407","APCL13_406","Wangag",2013-05-30 01:51:00,1,2013,5,30,1,51,10.8692445,124.716359
892,"M0066","PRJNA563695","SAMN12743081","SRR10115344","Sofia Beskid","Michelle Stuart","APCL17_565_L3546","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844566","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3546","APCL17_565","Haina",2017-06-10 05:56:28,5,2017,6,10,5,56,10.6410896871,124.778485754525,"L3546","APCL17_565","Haina",2017-06-10 05:56:28,5,2017,6,10,5,56,10.6410896871,124.778485754525
893,"M0066","PRJNA563695","SAMN12746858","SRR10118114","Sofia Beskid","Michelle Stuart","APCL17_197_L4430","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847559","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4430","APCL17_197","Elementary School",2017-05-23 01:06:12,5,2017,5,23,1,6,10.798580115675,124.7686399729,"L4430","APCL17_197","Elementary School",2017-05-23 01:06:12,5,2017,5,23,1,6,10.798580115675,124.7686399729
894,"M0066","PRJNA563695","SAMN12742662","SRR10114526","Sofia Beskid","Michelle Stuart","APCL15_372739_L2833","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844049","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2833","APCL15_372739","Palanas",2015-05-29 04:24:00,3,2015,5,29,4,24,10.873872258225,124.71097744535,"L2833","APCL15_372739","Palanas",2015-05-29 04:24:00,3,2015,5,29,4,24,10.873872258225,124.71097744535
895,"M0066","PRJNA563695","SAMN12747396","SRR10118638","Sofia Beskid","Michelle Stuart","APCL16_731_L5409","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848254","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5409","APCL16_731","Sitio Baybayon",2016-06-07 06:03:00,4,2016,6,7,6,3,10.6329746847,124.776967058425,"L5409","APCL16_731","Sitio Baybayon",2016-06-07 06:03:00,4,2016,6,7,6,3,10.6329746847,124.776967058425
896,"M0066","PRJNA563695","SAMN12743199","SRR10114805","Sofia Beskid","Michelle Stuart","APCL16_677_L3715","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844442","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3715","APCL16_677","N. Magbangon",2016-06-06 06:06:00,4,2016,6,6,6,6,10.8610789594,124.721753220075,"L3715","APCL16_677","N. Magbangon",2016-06-06 06:06:00,4,2016,6,6,6,6,10.8610789594,124.721753220075
897,"M0066","PRJNA563695","SAMN12742572","SRR10114626","Sofia Beskid","Michelle Stuart","APCL15_373218_L2737","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6843949","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2737","APCL15_373218","Cabatoan",2015-06-05 03:18:00,3,2015,6,5,3,18,10.85536365395,124.726219936275,"L2737","APCL15_373218","Cabatoan",2015-06-05 03:18:00,3,2015,6,5,3,18,10.85536365395,124.726219936275
898,"M0066","PRJNA563695","SAMN12686174","SRR10062449","Sofia Beskid","Michelle Stuart","APCL14_015_L0946","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796025","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0946","APCL14_015","Poroc San Flower",2014-06-10 02:12:00,1,2014,6,10,2,12,10.764417,124.78531925,"L0946","APCL14_015","Poroc San Flower",2014-06-10 02:12:00,1,2014,6,10,2,12,10.764417,124.78531925
899,"M0066","PRJNA563695","SAMN12686661","SRR10061541","Sofia Beskid","Michelle Stuart","APCL13_659_L2497","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795598","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2497","APCL13_659","N. Magbangon",2013-06-04 08:45:00,1,2013,6,4,8,45,10.8613015,124.721553,"L2497","APCL13_659","N. Magbangon",2013-06-04 08:45:00,1,2013,6,4,8,45,10.8613015,124.721553
900,"M0066","PRJNA563695","SAMN12686346","SRR10062258","Sofia Beskid","Michelle Stuart","APCL13_665_L1250","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796216","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1250","APCL13_665","N. Magbangon",2013-06-04 09:02:30,1,2013,6,4,9,2,10.86137975,124.7215945,"L1250","APCL13_665","N. Magbangon",2013-06-04 09:02:30,1,2013,6,4,9,2,10.86137975,124.7215945
901,"M0066","PRJNA563695","SAMN12685989","SRR10061992","Sofia Beskid","Michelle Stuart","APCL14_043_L0725","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795819","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0725","APCL14_043","Sitio Baybayon",2014-06-12 07:09:00,1,2014,6,12,7,9,10.63364275,124.77677625,"L0725","APCL14_043","Sitio Baybayon",2014-06-12 07:09:00,1,2014,6,12,7,9,10.63364275,124.77677625
902,"M0066","PRJNA563695","SAMN12747537","SRR10118162","Sofia Beskid","Michelle Stuart","APCL17_388_L5597","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847511","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5597","APCL17_388","Sitio Baybayon",2017-06-03 03:23:30,5,2017,6,3,3,23,10.63269435195,124.77677733405,"L5597","APCL17_388","Sitio Baybayon",2017-06-03 03:23:30,5,2017,6,3,3,23,10.63269435195,124.77677733405
903,"M0066","PRJNA563695","SAMN12686596","SRR10061613","Sofia Beskid","Michelle Stuart","APCL14_372_L2410","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795526","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2410","APCL14_372","Wangag",2014-06-23 03:05:00,1,2014,6,23,3,5,10.8695805,124.716173,"L2410","APCL14_372","Wangag",2014-06-23 03:05:00,1,2014,6,23,3,5,10.8695805,124.716173
904,"M0066","PRJNA563695","SAMN12747461","SRR10118583","Sofia Beskid","Michelle Stuart","APCL17_345_L5482","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848309","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5482","APCL17_345","Wangag",2017-05-30 06:02:03,5,2017,5,30,6,2,10.869808292475,124.715823882725,"L5482","APCL17_345","Wangag",2017-05-30 06:02:03,5,2017,5,30,6,2,10.869808292475,124.715823882725
905,"M0066","PRJNA563695","SAMN12685747","SRR10061831","Sofia Beskid","Michelle Stuart","APCL13_269_L0302","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795980","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0302","APCL13_269","Wangag",2013-05-28 02:11:00,1,2013,5,28,2,11,10.86886375,124.716444,"L0302","APCL13_269","Wangag",2013-05-28 02:11:00,1,2013,5,28,2,11,10.86886375,124.716444
906,"M0066","PRJNA563695","SAMN12686108","SRR10061859","Sofia Beskid","Michelle Stuart","APCL13_556_L0870","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795952","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0870","APCL13_556","Sitio Baybayon",2013-06-03 04:33:02,1,2013,6,3,4,33,10.6334045,124.7769405,"L0870","APCL13_556","Sitio Baybayon",2013-06-03 04:33:02,1,2013,6,3,4,33,10.6334045,124.7769405
907,"M0066","PRJNA563695","SAMN12686681","SRR10061519","Sofia Beskid","Michelle Stuart","APCL14_250_L2530","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795620","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2530","APCL14_250","Sitio Baybayon",2014-06-22 00:57:00,1,2014,6,22,0,57,10.63395275,124.7766075,"L2530","APCL14_250","Sitio Baybayon",2014-06-22 00:57:00,1,2014,6,22,0,57,10.63395275,124.7766075
908,"M0066","PRJNA563695","SAMN12747089","SRR10118432","Sofia Beskid","Michelle Stuart","APCL16_326_L5077","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847913","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5077","APCL16_326","N. Magbangon",2016-05-29 03:21:00,3,2016,5,29,3,21,10.8618105948,124.720997067625,"L5077","APCL16_326","N. Magbangon",2016-05-29 03:21:00,3,2016,5,29,3,21,10.8618105948,124.720997067625
909,"M0066","PRJNA563695","SAMN12686545","SRR10061669","Sofia Beskid","Michelle Stuart","APCL12_025_L2344","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795470","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2344","APCL12_025","Visca",2012-05-06 07:49:00,1,2012,5,6,7,49,10.7437985,124.7863845,"L2344","APCL12_025","Visca",2012-05-06 07:49:00,1,2012,5,6,7,49,10.7437985,124.7863845
910,"M0066","PRJNA563695","SAMN12742828","SRR10115014","Sofia Beskid","Michelle Stuart","APCL15_403102_L3047","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844233","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3047","APCL15_403102","Wangag",2015-05-31 04:21:00,3,2015,5,31,4,21,10.8714494272,124.7139823367,"L3047","APCL15_403102","Wangag",2015-05-31 04:21:00,3,2015,5,31,4,21,10.8714494272,124.7139823367
911,"M0066","PRJNA563695","SAMN12746931","SRR10117935","Sofia Beskid","Michelle Stuart","APCL17_433_L4912","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847738","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4912","APCL17_433","Sitio Baybayon",2017-06-04 06:32:31,5,2017,6,4,6,32,10.6335945474,124.77676861685,"L4912","APCL17_433","Sitio Baybayon",2017-06-04 06:32:31,5,2017,6,4,6,32,10.6335945474,124.77676861685
912,"M0066","PRJNA563695","SAMN12747183","SRR10118327","Sofia Beskid","Michelle Stuart","APCL14_393_L5178","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848018","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5178","APCL14_393","Wangag",2014-06-23 07:22:00,1,2014,6,23,7,22,10.87141175,124.7142085,"L5178","APCL14_393","Wangag",2014-06-23 07:22:00,1,2014,6,23,7,22,10.87141175,124.7142085
